TT,AHU2_CCV-AHU2-Percentage,AHU2_DSP-AHU2-inch,AHU2_DSPSP-AHU2-inch,AHU2_MAT-AHU2-degree Fahrenheit,AHU2_MaxDMP-AHU2-Percentage,AHU2_RAT-AHU2-degree Fahrenheit,AHU2_RHV-AHU2-Percentage,AHU2_SAT-AHU2-degree Fahrenheit,AHU2_SATSP-AHU2-degree Fahrenheit,AHU2_SFC-AHU2-No Unit,AHU2_SFS-AHU2-No Unit,AHU2_SupCFM-AHU2-cubic foot per minute,AHU2_SupVFD-AHU2-No Unit,
Fri  Feb 21 22:00:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.99  ( OK ),11.89  ( OK ),74.26  ( OK ),0.00  ( OK ),56.48  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),7818.40  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 22:15:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.62  ( OK ),12.86  ( OK ),74.25  ( OK ),0.00  ( OK ),56.90  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),7482.39  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 22:30:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.57  ( OK ),18.48  ( OK ),74.26  ( OK ),0.00  ( OK ),56.86  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),7444.59  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 22:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),97.85  ( OK ),0.00  ( OK ),74.90  ( OK ),99.99  ( OK ),58.88  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 23:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),108.40  ( OK ),0.00  ( OK ),77.10  ( OK ),99.99  ( OK ),65.02  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 23:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),111.28  ( OK ),0.00  ( OK ),78.07  ( OK ),99.99  ( OK ),70.58  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 23:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),106.57  ( OK ),0.00  ( OK ),78.07  ( OK ),99.99  ( OK ),79.21  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Fri  Feb 21 23:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),104.06  ( OK ),0.00  ( OK ),76.26  ( OK ),99.99  ( OK ),88.32  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 00:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),100.63  ( OK ),0.00  ( OK ),74.25  ( OK ),99.99  ( OK ),99.20  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 00:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),98.16  ( OK ),0.00  ( OK ),73.05  ( OK ),99.99  ( OK ),111.81  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 00:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),98.74  ( OK ),0.00  ( OK ),72.20  ( OK ),99.99  ( OK ),119.83  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 00:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),94.07  ( OK ),0.00  ( OK ),71.25  ( OK ),99.99  ( OK ),126.91  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 01:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),93.09  ( OK ),0.00  ( OK ),70.28  ( OK ),99.99  ( OK ),132.00  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 01:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),91.36  ( OK ),0.00  ( OK ),69.52  ( OK ),99.99  ( OK ),136.86  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 01:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),88.86  ( OK ),0.00  ( OK ),68.80  ( OK ),99.99  ( OK ),140.00  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 01:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),89.73  ( OK ),0.00  ( OK ),68.27  ( OK ),99.99  ( OK ),142.00  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 02:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),87.57  ( OK ),0.00  ( OK ),68.11  ( OK ),99.99  ( OK ),143.66  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 02:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),87.95  ( OK ),0.00  ( OK ),67.77  ( OK ),99.99  ( OK ),144.64  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 02:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),88.05  ( OK ),0.00  ( OK ),67.41  ( OK ),99.99  ( OK ),145.24  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 02:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),84.96  ( OK ),0.00  ( OK ),67.47  ( OK ),99.99  ( OK ),145.93  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 03:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),86.55  ( OK ),0.00  ( OK ),67.32  ( OK ),99.99  ( OK ),146.18  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 03:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),85.02  ( OK ),0.00  ( OK ),66.96  ( OK ),99.99  ( OK ),146.49  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 03:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),84.01  ( OK ),0.00  ( OK ),67.54  ( OK ),99.99  ( OK ),146.59  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 03:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),85.56  ( OK ),0.00  ( OK ),67.66  ( OK ),99.99  ( OK ),146.50  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 04:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),84.50  ( OK ),0.00  ( OK ),67.72  ( OK ),99.99  ( OK ),146.76  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 04:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),84.14  ( OK ),0.00  ( OK ),67.58  ( OK ),99.99  ( OK ),146.73  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 04:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),83.77  ( OK ),0.00  ( OK ),66.48  ( OK ),99.99  ( OK ),146.82  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 04:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),82.32  ( OK ),0.00  ( OK ),66.55  ( OK ),99.99  ( OK ),146.97  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 05:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),83.14  ( OK ),0.00  ( OK ),66.80  ( OK ),99.99  ( OK ),146.85  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 05:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),81.15  ( OK ),0.00  ( OK ),67.18  ( OK ),99.99  ( OK ),146.90  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 05:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),80.22  ( OK ),0.00  ( OK ),67.19  ( OK ),99.99  ( OK ),146.69  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 05:45:00  CST,0.00  ( OK ),1.34  ( OK ),1.50  ( OK ),51.55  ( OK ),15.56  ( OK ),76.98  ( OK ),0.00  ( OK ),64.68  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),18324.21  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 06:00:00  CST,0.00  ( OK ),1.56  ( OK ),1.50  ( OK ),53.33  ( OK ),8.08  ( OK ),75.98  ( OK ),0.00  ( OK ),56.64  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),14980.01  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 06:15:00  CST,0.00  ( OK ),1.61  ( OK ),1.50  ( OK ),53.73  ( OK ),4.94  ( OK ),75.16  ( OK ),0.00  ( OK ),56.68  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12404.53  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 06:30:00  CST,0.00  ( OK ),1.57  ( OK ),1.50  ( OK ),53.53  ( OK ),0.00  ( OK ),74.87  ( OK ),0.00  ( OK ),56.40  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11104.78  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 06:45:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),53.11  ( OK ),0.00  ( OK ),74.78  ( OK ),0.00  ( OK ),56.07  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10587.16  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 07:00:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.12  ( OK ),0.00  ( OK ),74.71  ( OK ),0.00  ( OK ),55.71  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10446.87  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 07:15:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),52.89  ( OK ),0.00  ( OK ),74.55  ( OK ),0.00  ( OK ),55.82  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9455.49  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 07:30:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),53.33  ( OK ),0.00  ( OK ),74.52  ( OK ),0.00  ( OK ),56.47  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8440.39  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 07:45:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.26  ( OK ),1.14  ( OK ),74.52  ( OK ),0.00  ( OK ),56.36  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8281.42  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 08:00:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.32  ( OK ),0.00  ( OK ),74.55  ( OK ),0.00  ( OK ),56.60  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8157.02  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 08:15:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.13  ( OK ),0.00  ( OK ),74.61  ( OK ),0.00  ( OK ),56.44  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),7979.76  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 08:30:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.15  ( OK ),1.27  ( OK ),74.63  ( OK ),0.00  ( OK ),56.50  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),7898.78  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 08:45:00  CST,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),54.13  ( OK ),1.31  ( OK ),74.64  ( OK ),0.00  ( OK ),56.55  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8751.26  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 09:00:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.72  ( OK ),0.00  ( OK ),74.61  ( OK ),0.00  ( OK ),56.32  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9406.14  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 09:15:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.63  ( OK ),0.00  ( OK ),74.51  ( OK ),0.00  ( OK ),56.16  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9422.88  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 09:30:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),53.91  ( OK ),0.00  ( OK ),74.41  ( OK ),0.00  ( OK ),56.24  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9784.94  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 09:45:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.49  ( OK ),0.00  ( OK ),74.39  ( OK ),0.00  ( OK ),56.00  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9660.55  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 10:00:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.42  ( OK ),0.00  ( OK ),74.33  ( OK ),0.00  ( OK ),55.93  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9725.68  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 10:15:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),53.85  ( OK ),0.00  ( OK ),74.41  ( OK ),0.00  ( OK ),56.16  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9290.57  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 10:30:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.10  ( OK ),0.45  ( OK ),74.29  ( OK ),0.00  ( OK ),56.11  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9446.00  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 10:45:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),53.93  ( OK ),3.10  ( OK ),74.34  ( OK ),0.00  ( OK ),56.69  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8813.31  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 11:00:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.74  ( OK ),9.65  ( OK ),74.35  ( OK ),0.00  ( OK ),56.90  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8085.18  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 11:15:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.79  ( OK ),8.52  ( OK ),74.37  ( OK ),0.00  ( OK ),56.54  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9324.14  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 11:30:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.00  ( OK ),11.38  ( OK ),74.37  ( OK ),0.00  ( OK ),56.67  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9530.03  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 11:45:00  CST,0.00  ( OK ),1.45  ( OK ),1.50  ( OK ),54.11  ( OK ),14.97  ( OK ),74.34  ( OK ),0.00  ( OK ),56.69  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10777.94  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 12:00:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),53.99  ( OK ),14.15  ( OK ),74.39  ( OK ),0.00  ( OK ),56.49  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10745.08  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 12:15:00  CST,0.00  ( OK ),1.46  ( OK ),1.50  ( OK ),54.14  ( OK ),17.97  ( OK ),74.32  ( OK ),0.00  ( OK ),56.79  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12507.21  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 12:30:00  CST,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),54.39  ( OK ),22.98  ( OK ),74.20  ( OK ),0.00  ( OK ),56.79  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12735.66  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 12:45:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),53.93  ( OK ),23.81  ( OK ),74.03  ( OK ),0.00  ( OK ),56.79  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13184.55  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 13:00:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.71  ( OK ),21.36  ( OK ),73.94  ( OK ),0.00  ( OK ),56.37  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),13011.57  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 13:15:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.82  ( OK ),20.95  ( OK ),73.93  ( OK ),0.00  ( OK ),56.54  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12976.56  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 13:30:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.14  ( OK ),22.71  ( OK ),73.93  ( OK ),0.00  ( OK ),56.77  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12602.96  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 13:45:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),50.51  ( OK ),8.39  ( OK ),73.88  ( OK ),0.00  ( OK ),56.33  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11579.02  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 14:00:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),54.28  ( OK ),23.67  ( OK ),73.92  ( OK ),0.00  ( OK ),56.65  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10858.30  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 14:15:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),54.14  ( OK ),22.05  ( OK ),73.92  ( OK ),0.00  ( OK ),56.66  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11548.65  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 14:30:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.90  ( OK ),22.89  ( OK ),73.94  ( OK ),0.00  ( OK ),56.62  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),12211.50  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 14:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.11  ( OK ),24.86  ( OK ),74.00  ( OK ),0.00  ( OK ),56.69  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11937.33  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 15:00:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),53.46  ( OK ),20.67  ( OK ),74.07  ( OK ),0.00  ( OK ),56.29  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11551.87  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 15:15:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),53.65  ( OK ),16.34  ( OK ),74.07  ( OK ),0.00  ( OK ),56.26  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10924.34  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 15:30:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.31  ( OK ),21.25  ( OK ),74.07  ( OK ),0.00  ( OK ),56.66  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11367.31  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 15:45:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),53.93  ( OK ),18.48  ( OK ),73.99  ( OK ),0.00  ( OK ),56.45  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10635.21  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 16:00:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),53.30  ( OK ),14.66  ( OK ),74.01  ( OK ),0.00  ( OK ),56.40  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9568.08  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 16:15:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),53.94  ( OK ),12.88  ( OK ),74.07  ( OK ),0.00  ( OK ),56.37  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8827.37  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 16:30:00  CST,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),53.81  ( OK ),12.97  ( OK ),74.09  ( OK ),0.00  ( OK ),56.67  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9536.50  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 16:45:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.81  ( OK ),9.19  ( OK ),74.05  ( OK ),0.00  ( OK ),56.43  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9730.50  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 17:00:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.22  ( OK ),12.57  ( OK ),74.09  ( OK ),0.00  ( OK ),56.72  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9503.20  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 17:15:00  CST,0.00  ( OK ),1.46  ( OK ),1.50  ( OK ),53.72  ( OK ),11.61  ( OK ),74.08  ( OK ),0.00  ( OK ),56.52  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10679.24  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 17:30:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.68  ( OK ),7.84  ( OK ),74.08  ( OK ),0.00  ( OK ),56.32  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10527.99  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 17:45:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),54.28  ( OK ),7.54  ( OK ),74.07  ( OK ),0.00  ( OK ),56.49  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9851.66  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 18:00:00  CST,0.00  ( OK ),1.55  ( OK ),1.50  ( OK ),54.56  ( OK ),13.01  ( OK ),74.13  ( OK ),0.00  ( OK ),56.96  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8542.19  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 18:15:00  CST,0.00  ( OK ),1.47  ( OK ),1.50  ( OK ),53.98  ( OK ),10.18  ( OK ),74.10  ( OK ),0.00  ( OK ),56.47  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10165.17  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 18:30:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.88  ( OK ),6.53  ( OK ),74.02  ( OK ),0.00  ( OK ),56.31  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10457.66  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 18:45:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),53.87  ( OK ),4.44  ( OK ),74.02  ( OK ),0.00  ( OK ),56.46  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9291.79  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 19:00:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.29  ( OK ),9.32  ( OK ),74.01  ( OK ),0.00  ( OK ),56.75  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9820.55  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 19:15:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.47  ( OK ),13.24  ( OK ),73.92  ( OK ),0.00  ( OK ),56.68  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9627.24  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 19:30:00  CST,0.00  ( OK ),1.53  ( OK ),1.50  ( OK ),53.70  ( OK ),11.98  ( OK ),73.96  ( OK ),0.00  ( OK ),56.71  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8980.51  ( OK ),0.00  ( Interpolated ),
Sat  Feb 22 19:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.90  ( OK ),12.78  ( OK ),74.02  ( OK ),0.00  ( OK ),56.52  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),8654.30  ( OK ),0.00  ( Interpolated ),
