TT,AHU1_CCV-AHU1-Percentage,AHU1_DSP-AHU1-inch,AHU1_DSPSP-AHU1-inch,AHU1_MAT-AHU1-degree Fahrenheit,AHU1_MaxDMP-AHU1-Percentage,AHU1_RAT-AHU1-degree Fahrenheit,AHU1_SAT-AHU1-degree Fahrenheit,AHU1_SATSP-AHU1-degree Fahrenheit,AHU1_SFC-AHU1-No Unit,AHU1_SFS-AHU1-No Unit,AHU1_SupCFM-AHU1-cubic foot per minute,AHU1_SupVFD-AHU1-Percentage,AHU1_RHV-AHU1-Percentage
Sun  May 11 09:00:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),67.94  ( OK ),0.00  ( OK ),76.07  ( OK ),68.75  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 09:15:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),67.97  ( OK ),0.00  ( OK ),76.08  ( OK ),68.88  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 09:30:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),67.99  ( OK ),0.00  ( OK ),76.15  ( OK ),69.21  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 09:45:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.07  ( OK ),0.00  ( OK ),76.23  ( OK ),69.15  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 10:00:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.10  ( OK ),0.00  ( OK ),76.25  ( OK ),69.30  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 10:15:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.14  ( OK ),0.00  ( OK ),76.26  ( OK ),69.33  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 10:30:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.08  ( OK ),0.00  ( OK ),76.28  ( OK ),69.73  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 10:45:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.19  ( OK ),0.00  ( OK ),76.37  ( OK ),69.53  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 11:00:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.20  ( OK ),0.00  ( OK ),76.39  ( OK ),69.74  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 11:15:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.16  ( OK ),0.00  ( OK ),76.37  ( OK ),70.03  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 11:30:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.21  ( OK ),0.00  ( OK ),76.43  ( OK ),70.00  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 11:45:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.23  ( OK ),0.00  ( OK ),76.50  ( OK ),70.00  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 12:00:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.36  ( OK ),0.00  ( OK ),76.56  ( OK ),69.71  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 12:15:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.52  ( OK ),0.00  ( OK ),76.73  ( OK ),69.34  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 12:30:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.35  ( OK ),0.00  ( OK ),76.54  ( OK ),70.30  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 12:45:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.32  ( OK ),0.00  ( OK ),76.58  ( OK ),70.48  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 13:00:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.32  ( OK ),0.00  ( OK ),76.66  ( OK ),70.65  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 13:15:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.38  ( OK ),0.00  ( OK ),76.75  ( OK ),70.53  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 13:30:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.44  ( OK ),0.00  ( OK ),76.89  ( OK ),70.69  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 13:45:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.41  ( OK ),0.00  ( OK ),76.83  ( OK ),70.94  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 14:00:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.47  ( OK ),0.00  ( OK ),76.89  ( OK ),71.02  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 14:15:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.52  ( OK ),0.00  ( OK ),76.92  ( OK ),71.06  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 14:30:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.61  ( OK ),0.00  ( OK ),77.02  ( OK ),71.04  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 14:45:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.73  ( OK ),0.00  ( OK ),77.04  ( OK ),70.94  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 15:00:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.83  ( OK ),0.00  ( OK ),77.08  ( OK ),70.88  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 15:15:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.82  ( OK ),0.00  ( OK ),77.02  ( OK ),71.16  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 15:30:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.86  ( OK ),0.00  ( OK ),77.13  ( OK ),71.14  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 15:45:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.83  ( OK ),0.00  ( OK ),77.06  ( OK ),71.34  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 16:00:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.78  ( OK ),0.00  ( OK ),76.94  ( OK ),71.51  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 16:15:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.75  ( OK ),0.00  ( OK ),76.91  ( OK ),71.63  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 16:30:00  CDT,49.99  ( OK ),0.00  ( OK ),1.50  ( OK ),68.72  ( OK ),0.00  ( OK ),76.91  ( OK ),71.74  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 16:45:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),68.78  ( OK ),0.00  ( OK ),76.97  ( OK ),71.73  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 17:00:00  CDT,49.99  ( OK ),0.01  ( OK ),1.50  ( OK ),69.15  ( OK ),0.00  ( OK ),77.33  ( OK ),70.36  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 17:15:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.60  ( OK ),0.00  ( OK ),77.06  ( OK ),70.52  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 17:30:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.86  ( OK ),0.00  ( OK ),76.95  ( OK ),70.55  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 17:45:00  CDT,49.99  ( OK ),0.01  ( OK ),1.50  ( OK ),71.44  ( OK ),0.00  ( OK ),76.69  ( OK ),69.94  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 18:00:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),70.81  ( OK ),0.00  ( OK ),76.58  ( OK ),70.37  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 18:15:00  CDT,49.99  ( OK ),0.04  ( OK ),1.50  ( OK ),70.71  ( OK ),0.00  ( OK ),76.67  ( OK ),70.25  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 18:30:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),70.40  ( OK ),0.00  ( OK ),76.51  ( OK ),70.63  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 18:45:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),70.24  ( OK ),0.00  ( OK ),76.33  ( OK ),70.68  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 19:00:00  CDT,49.99  ( OK ),0.02  ( OK ),1.50  ( OK ),70.27  ( OK ),0.00  ( OK ),76.35  ( OK ),70.54  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 19:15:00  CDT,49.99  ( OK ),0.02  ( OK ),1.50  ( OK ),70.11  ( OK ),0.00  ( OK ),76.47  ( OK ),70.72  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 19:30:00  CDT,49.99  ( OK ),0.02  ( OK ),1.50  ( OK ),70.07  ( OK ),0.00  ( OK ),76.49  ( OK ),70.60  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 19:45:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),70.02  ( OK ),0.00  ( OK ),76.41  ( OK ),70.90  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 20:00:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),70.06  ( OK ),0.00  ( OK ),76.46  ( OK ),70.76  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 20:15:00  CDT,49.99  ( OK ),0.06  ( OK ),1.50  ( OK ),70.01  ( OK ),0.00  ( OK ),76.47  ( OK ),70.77  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 20:30:00  CDT,49.99  ( OK ),0.04  ( OK ),1.50  ( OK ),69.93  ( OK ),0.00  ( OK ),76.43  ( OK ),70.92  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 20:45:00  CDT,49.99  ( OK ),0.04  ( OK ),1.50  ( OK ),69.89  ( OK ),0.00  ( OK ),76.45  ( OK ),70.77  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 21:00:00  CDT,49.99  ( OK ),0.04  ( OK ),1.50  ( OK ),69.91  ( OK ),0.00  ( OK ),76.48  ( OK ),70.71  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 21:15:00  CDT,49.99  ( OK ),0.06  ( OK ),1.50  ( OK ),69.91  ( OK ),0.00  ( OK ),76.43  ( OK ),70.80  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 21:30:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.79  ( OK ),0.00  ( OK ),76.43  ( OK ),70.81  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 21:45:00  CDT,49.99  ( OK ),0.05  ( OK ),1.50  ( OK ),69.81  ( OK ),0.00  ( OK ),76.44  ( OK ),70.80  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 22:00:00  CDT,49.99  ( OK ),0.05  ( OK ),1.50  ( OK ),69.84  ( OK ),0.00  ( OK ),76.43  ( OK ),70.75  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 22:15:00  CDT,49.99  ( OK ),0.05  ( OK ),1.50  ( OK ),69.78  ( OK ),0.00  ( OK ),76.36  ( OK ),70.80  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 22:30:00  CDT,49.99  ( OK ),0.04  ( OK ),1.50  ( OK ),69.73  ( OK ),0.00  ( OK ),76.33  ( OK ),70.81  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 22:45:00  CDT,49.99  ( OK ),0.04  ( OK ),1.50  ( OK ),69.68  ( OK ),0.00  ( OK ),76.35  ( OK ),70.86  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 23:00:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.57  ( OK ),0.00  ( OK ),76.35  ( OK ),70.92  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 23:15:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.56  ( OK ),0.00  ( OK ),76.42  ( OK ),70.76  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 23:30:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.55  ( OK ),0.00  ( OK ),76.36  ( OK ),70.83  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Sun  May 11 23:45:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.49  ( OK ),0.00  ( OK ),76.34  ( OK ),70.90  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 00:00:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.46  ( OK ),0.00  ( OK ),76.36  ( OK ),70.83  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 00:15:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.47  ( OK ),0.00  ( OK ),76.32  ( OK ),70.78  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 00:30:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.45  ( OK ),0.00  ( OK ),76.28  ( OK ),70.83  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 00:45:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.38  ( OK ),0.00  ( OK ),76.28  ( OK ),70.82  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 01:00:00  CDT,49.99  ( OK ),0.02  ( OK ),1.50  ( OK ),69.34  ( OK ),0.00  ( OK ),76.27  ( OK ),70.77  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 01:15:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.29  ( OK ),0.00  ( OK ),76.27  ( OK ),70.79  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 01:30:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.25  ( OK ),0.00  ( OK ),76.26  ( OK ),70.77  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 01:45:00  CDT,49.99  ( OK ),0.02  ( OK ),1.50  ( OK ),69.22  ( OK ),0.00  ( OK ),76.26  ( OK ),70.78  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 02:00:00  CDT,49.99  ( OK ),0.02  ( OK ),1.50  ( OK ),69.19  ( OK ),0.00  ( OK ),76.25  ( OK ),70.75  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 02:15:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.16  ( OK ),0.00  ( OK ),76.25  ( OK ),70.75  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 02:30:00  CDT,49.99  ( OK ),0.02  ( OK ),1.50  ( OK ),69.15  ( OK ),0.00  ( OK ),76.25  ( OK ),70.76  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 02:45:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.11  ( OK ),0.00  ( OK ),76.25  ( OK ),70.79  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 03:00:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.08  ( OK ),0.00  ( OK ),76.25  ( OK ),70.80  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 03:15:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.02  ( OK ),0.00  ( OK ),76.26  ( OK ),70.81  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 03:30:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.01  ( OK ),0.00  ( OK ),76.25  ( OK ),70.80  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 03:45:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.00  ( OK ),0.00  ( OK ),76.27  ( OK ),70.79  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 04:00:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),68.98  ( OK ),0.00  ( OK ),76.27  ( OK ),70.84  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 04:15:00  CDT,49.99  ( OK ),0.04  ( OK ),1.50  ( OK ),68.96  ( OK ),0.00  ( OK ),76.29  ( OK ),70.84  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 04:30:00  CDT,49.99  ( OK ),0.04  ( OK ),1.50  ( OK ),68.97  ( OK ),0.00  ( OK ),76.29  ( OK ),70.89  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 04:45:00  CDT,49.99  ( OK ),0.04  ( OK ),1.50  ( OK ),68.98  ( OK ),0.00  ( OK ),76.31  ( OK ),70.85  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 05:00:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.01  ( OK ),0.00  ( OK ),76.32  ( OK ),70.90  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 05:15:00  CDT,49.99  ( OK ),0.04  ( OK ),1.50  ( OK ),69.23  ( OK ),0.00  ( OK ),75.99  ( OK ),70.50  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 05:30:00  CDT,49.99  ( OK ),0.05  ( OK ),1.50  ( OK ),69.58  ( OK ),0.00  ( OK ),75.52  ( OK ),70.45  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 05:45:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),69.81  ( OK ),0.00  ( OK ),75.42  ( OK ),70.46  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 06:00:00  CDT,49.99  ( OK ),0.03  ( OK ),1.50  ( OK ),70.03  ( OK ),0.00  ( OK ),75.49  ( OK ),70.48  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK )
Mon  May 12 06:15:00  CDT,49.99  ( OK ),0.56  ( OK ),1.50  ( OK ),67.27  ( OK ),100.00  ( OK ),75.79  ( OK ),70.06  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),34751.28  ( OK ),96.19  ( OK ),0.00  ( OK )
Mon  May 12 06:30:00  CDT,49.99  ( OK ),0.57  ( OK ),1.50  ( OK ),67.62  ( OK ),100.00  ( OK ),76.26  ( OK ),72.18  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),35792.58  ( OK ),99.99  ( OK ),0.00  ( OK )
Mon  May 12 06:45:00  CDT,49.99  ( OK ),0.58  ( OK ),1.50  ( OK ),67.98  ( OK ),100.00  ( OK ),76.10  ( OK ),62.19  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),35774.27  ( OK ),99.99  ( OK ),0.00  ( OK )
Mon  May 12 07:00:00  CDT,49.99  ( OK ),0.57  ( OK ),1.50  ( OK ),68.25  ( OK ),100.00  ( OK ),75.61  ( OK ),62.17  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),35552.89  ( OK ),99.99  ( OK ),0.00  ( OK )
Mon  May 12 07:15:00  CDT,49.99  ( OK ),0.57  ( OK ),1.50  ( OK ),68.62  ( OK ),100.00  ( OK ),75.33  ( OK ),62.44  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),35562.22  ( OK ),99.99  ( OK ),0.00  ( OK )
Mon  May 12 07:30:00  CDT,49.99  ( OK ),0.57  ( OK ),1.50  ( OK ),69.14  ( OK ),100.00  ( OK ),75.27  ( OK ),62.59  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),35466.24  ( OK ),99.99  ( OK ),0.00  ( OK )
