TT,AHU5_CCV-AHU5-Percentage,AHU5_DSP-AHU5-inch,AHU5_DSPSP-AHU5-inch,AHU5_MAT-AHU5-degree Fahrenheit,AHU5_PHT-AHU5-degree Fahrenheit,AHU5_MaxDMP-AHU5-Percentage,AHU5_RAT-AHU5-degree Fahrenheit,AHU5_RHV-AHU5-Percentage,AHU5_SAT-AHU5-degree Fahrenheit,AHU5_SFC-AHU5-No Unit,AHU5_SFS-AHU5-No Unit,AHU5_SupCFM-AHU5-cubic foot per minute,AHU5_SupVFD-AHU5-Percentage,AHU5_SATSP-AHU5-degree Fahrenheit
Sun  Jun 22 17:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.26  ( OK ),75.67  ( OK ),0.00  ( OK ),74.68  ( OK ),100.00  ( OK ),70.19  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 17:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.26  ( OK ),75.67  ( OK ),0.00  ( OK ),74.66  ( OK ),100.00  ( OK ),70.24  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 17:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.22  ( OK ),75.67  ( OK ),0.00  ( OK ),74.72  ( OK ),0.00  ( OK ),70.25  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 17:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.21  ( OK ),75.67  ( OK ),0.00  ( OK ),74.75  ( OK ),0.00  ( OK ),70.26  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 18:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.21  ( OK ),75.67  ( OK ),0.00  ( OK ),74.70  ( OK ),0.00  ( OK ),70.28  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 18:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.20  ( OK ),75.67  ( OK ),0.00  ( OK ),74.76  ( OK ),0.00  ( OK ),70.27  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 18:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.18  ( OK ),75.67  ( OK ),0.00  ( OK ),74.80  ( OK ),0.00  ( Fault ),70.28  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 18:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.18  ( OK ),75.67  ( OK ),0.00  ( OK ),74.83  ( OK ),0.00  ( OK ),70.28  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 19:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.17  ( OK ),75.67  ( OK ),0.00  ( OK ),74.89  ( OK ),0.00  ( Fault ),70.29  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 19:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.20  ( OK ),75.67  ( Fault ),0.00  ( OK ),74.88  ( OK ),0.00  ( OK ),70.29  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 19:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.22  ( OK ),75.67  ( OK ),0.00  ( OK ),74.84  ( OK ),0.00  ( OK ),70.30  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 19:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.24  ( OK ),75.67  ( OK ),0.00  ( OK ),74.84  ( OK ),0.00  ( OK ),70.30  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 20:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.21  ( OK ),75.67  ( OK ),0.00  ( OK ),74.84  ( OK ),0.00  ( OK ),70.30  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 20:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.18  ( OK ),75.67  ( OK ),0.00  ( OK ),74.85  ( OK ),100.00  ( OK ),70.31  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 20:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.14  ( OK ),75.67  ( OK ),0.00  ( OK ),74.85  ( OK ),100.00  ( OK ),70.30  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 20:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.09  ( OK ),75.67  ( OK ),0.00  ( OK ),74.83  ( OK ),0.00  ( OK ),70.28  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 21:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),70.02  ( OK ),75.67  ( OK ),0.00  ( OK ),74.81  ( OK ),0.00  ( OK ),70.27  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 21:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.91  ( OK ),75.67  ( OK ),0.00  ( OK ),74.78  ( OK ),0.00  ( OK ),70.22  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 21:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.81  ( OK ),75.67  ( OK ),0.00  ( OK ),74.75  ( OK ),0.00  ( OK ),70.18  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 21:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.65  ( OK ),75.67  ( OK ),0.00  ( OK ),74.69  ( OK ),0.00  ( Fault ),70.13  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 22:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.43  ( OK ),75.67  ( OK ),0.00  ( OK ),74.66  ( OK ),0.00  ( OK ),70.04  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 22:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.21  ( OK ),75.67  ( OK ),0.00  ( OK ),74.62  ( OK ),0.00  ( Fault ),69.98  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 22:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.86  ( OK ),75.67  ( OK ),0.00  ( OK ),74.54  ( OK ),0.00  ( OK ),69.81  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 22:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.67  ( OK ),75.67  ( OK ),0.00  ( OK ),74.47  ( OK ),0.00  ( OK ),69.70  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 23:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.60  ( OK ),75.67  ( OK ),0.00  ( OK ),74.47  ( OK ),0.00  ( OK ),69.65  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 23:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.54  ( OK ),75.67  ( OK ),0.00  ( OK ),74.49  ( OK ),0.00  ( OK ),69.58  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 23:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.51  ( OK ),75.67  ( OK ),0.00  ( OK ),74.48  ( OK ),100.00  ( OK ),69.51  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Sun  Jun 22 23:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.48  ( OK ),75.67  ( Fault ),0.00  ( OK ),74.45  ( OK ),100.00  ( OK ),69.45  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 00:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.51  ( OK ),75.67  ( OK ),0.00  ( OK ),74.43  ( OK ),0.00  ( OK ),69.39  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 00:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.52  ( OK ),75.67  ( OK ),0.00  ( OK ),74.45  ( OK ),0.00  ( OK ),69.36  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 00:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.55  ( OK ),75.67  ( OK ),0.00  ( OK ),74.42  ( OK ),0.00  ( OK ),69.30  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 00:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.56  ( OK ),75.67  ( OK ),0.00  ( OK ),74.43  ( OK ),0.00  ( OK ),69.27  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 01:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.54  ( OK ),75.67  ( OK ),0.00  ( OK ),74.42  ( OK ),0.00  ( Fault ),69.24  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 01:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.54  ( OK ),75.67  ( OK ),0.00  ( OK ),74.40  ( OK ),0.00  ( OK ),69.19  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 01:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.51  ( OK ),75.67  ( OK ),0.00  ( OK ),74.39  ( OK ),0.00  ( Fault ),69.14  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 01:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.51  ( OK ),75.67  ( OK ),0.00  ( OK ),74.39  ( OK ),0.00  ( OK ),69.13  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 02:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.55  ( OK ),75.67  ( OK ),0.00  ( OK ),74.41  ( OK ),0.00  ( OK ),69.11  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 02:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.62  ( OK ),75.67  ( OK ),0.00  ( OK ),74.45  ( OK ),0.00  ( OK ),69.11  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 02:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.67  ( OK ),75.67  ( OK ),0.00  ( OK ),74.47  ( OK ),0.00  ( OK ),69.11  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 02:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.74  ( OK ),75.67  ( OK ),0.00  ( OK ),74.47  ( OK ),100.00  ( OK ),69.10  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 03:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.82  ( OK ),75.67  ( OK ),0.00  ( OK ),74.48  ( OK ),100.00  ( OK ),69.12  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 03:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),68.88  ( OK ),75.67  ( OK ),0.00  ( OK ),74.49  ( OK ),0.00  ( OK ),69.11  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 03:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.00  ( OK ),75.67  ( OK ),0.00  ( OK ),74.50  ( OK ),0.00  ( OK ),69.12  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 03:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.15  ( OK ),75.67  ( OK ),0.00  ( OK ),74.52  ( OK ),0.00  ( OK ),69.17  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 04:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.28  ( OK ),75.67  ( OK ),0.00  ( OK ),74.54  ( OK ),0.00  ( OK ),69.18  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 04:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.33  ( OK ),75.67  ( Fault ),0.00  ( OK ),74.53  ( OK ),0.00  ( Fault ),69.20  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 04:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.37  ( OK ),75.67  ( OK ),0.00  ( OK ),74.53  ( OK ),0.00  ( OK ),69.25  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 04:45:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.39  ( OK ),75.67  ( OK ),0.00  ( OK ),74.54  ( OK ),0.00  ( Fault ),69.28  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 05:00:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.43  ( OK ),75.67  ( OK ),0.00  ( OK ),74.55  ( OK ),0.00  ( OK ),69.32  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 05:15:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.47  ( OK ),75.67  ( OK ),0.00  ( OK ),74.47  ( OK ),0.00  ( OK ),69.16  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 05:30:00  CDT,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),69.54  ( OK ),75.67  ( OK ),0.00  ( OK ),74.39  ( OK ),0.00  ( OK ),69.14  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 05:45:00  CDT,100.00  ( OK ),0.64  ( OK ),1.50  ( OK ),68.35  ( OK ),75.67  ( OK ),100.00  ( OK ),77.13  ( OK ),0.00  ( OK ),70.74  ( OK ),1.00  ( OK ),1.00  ( OK ),34153.80  ( OK ),93.66  ( OK ),57.00  ( Overridden )
Mon  Jun 23 06:00:00  CDT,100.00  ( OK ),0.73  ( OK ),1.50  ( OK ),68.62  ( OK ),75.67  ( OK ),100.00  ( OK ),76.52  ( OK ),100.00  ( OK ),59.99  ( OK ),1.00  ( OK ),1.00  ( OK ),35766.44  ( OK ),99.99  ( OK ),57.00  ( Overridden )
Mon  Jun 23 06:15:00  CDT,100.00  ( OK ),0.72  ( OK ),1.50  ( OK ),68.66  ( OK ),75.67  ( OK ),100.00  ( OK ),75.86  ( OK ),100.00  ( OK ),61.34  ( OK ),1.00  ( OK ),1.00  ( OK ),35984.20  ( OK ),99.99  ( OK ),57.00  ( Overridden )
Mon  Jun 23 06:30:00  CDT,100.00  ( OK ),0.78  ( OK ),1.50  ( OK ),68.48  ( OK ),75.67  ( OK ),100.00  ( OK ),75.68  ( OK ),0.00  ( OK ),61.88  ( OK ),1.00  ( OK ),1.00  ( OK ),35719.19  ( OK ),99.99  ( OK ),57.00  ( Overridden )
Mon  Jun 23 06:45:00  CDT,100.00  ( OK ),0.95  ( OK ),1.50  ( OK ),68.46  ( OK ),75.67  ( OK ),100.00  ( OK ),75.54  ( OK ),0.00  ( OK ),61.38  ( OK ),1.00  ( OK ),1.00  ( OK ),35172.22  ( OK ),99.99  ( OK ),57.00  ( Overridden )
Mon  Jun 23 07:00:00  CDT,100.00  ( OK ),1.26  ( OK ),1.50  ( OK ),68.57  ( OK ),75.67  ( OK ),100.00  ( OK ),75.46  ( OK ),0.00  ( OK ),61.17  ( OK ),1.00  ( OK ),1.00  ( OK ),34300.26  ( OK ),99.99  ( OK ),57.00  ( Overridden )
Mon  Jun 23 07:15:00  CDT,100.00  ( OK ),1.77  ( OK ),1.50  ( OK ),68.82  ( OK ),75.67  ( OK ),100.00  ( OK ),75.41  ( OK ),0.00  ( OK ),59.86  ( OK ),1.00  ( OK ),1.00  ( OK ),29385.95  ( OK ),91.72  ( OK ),57.00  ( Overridden )
Mon  Jun 23 07:30:00  CDT,100.00  ( OK ),1.81  ( OK ),1.50  ( OK ),69.04  ( OK ),75.67  ( OK ),100.00  ( OK ),75.32  ( OK ),0.00  ( Fault ),57.63  ( OK ),1.00  ( OK ),1.00  ( OK ),23230.31  ( OK ),79.51  ( OK ),57.00  ( Overridden )
Mon  Jun 23 07:45:00  CDT,79.25  ( OK ),1.81  ( OK ),1.50  ( OK ),68.97  ( OK ),75.67  ( OK ),100.00  ( OK ),75.29  ( OK ),0.00  ( OK ),54.77  ( OK ),1.00  ( OK ),1.00  ( OK ),16847.63  ( OK ),68.02  ( OK ),57.00  ( Overridden )
Mon  Jun 23 08:00:00  CDT,41.02  ( OK ),1.68  ( OK ),1.50  ( OK ),68.99  ( OK ),75.67  ( OK ),0.00  ( OK ),75.28  ( OK ),0.00  ( Fault ),54.19  ( OK ),1.00  ( OK ),1.00  ( OK ),12867.62  ( OK ),60.22  ( OK ),57.00  ( Overridden )
Mon  Jun 23 08:15:00  CDT,24.93  ( OK ),1.58  ( OK ),1.50  ( OK ),72.05  ( OK ),75.67  ( OK ),0.00  ( OK ),74.59  ( OK ),0.00  ( OK ),56.02  ( OK ),1.00  ( OK ),1.00  ( OK ),11539.98  ( OK ),55.52  ( OK ),57.00  ( Overridden )
Mon  Jun 23 08:30:00  CDT,27.03  ( OK ),1.52  ( OK ),1.50  ( OK ),72.46  ( OK ),75.67  ( OK ),0.00  ( OK ),74.78  ( OK ),0.00  ( OK ),57.27  ( OK ),1.00  ( OK ),1.00  ( OK ),10948.87  ( OK ),53.93  ( OK ),57.00  ( Overridden )
Mon  Jun 23 08:45:00  CDT,25.43  ( OK ),1.53  ( OK ),1.50  ( OK ),72.80  ( OK ),75.67  ( Fault ),0.00  ( OK ),74.95  ( OK ),0.00  ( OK ),56.80  ( OK ),1.00  ( OK ),1.00  ( OK ),9884.50  ( OK ),52.69  ( OK ),57.00  ( Overridden )
Mon  Jun 23 09:00:00  CDT,20.85  ( OK ),1.52  ( OK ),1.50  ( OK ),73.00  ( OK ),75.67  ( OK ),0.00  ( OK ),75.06  ( OK ),0.00  ( OK ),56.59  ( OK ),1.00  ( OK ),1.00  ( OK ),9450.93  ( OK ),51.95  ( OK ),57.00  ( Overridden )
Mon  Jun 23 09:15:00  CDT,21.71  ( OK ),1.50  ( OK ),1.50  ( OK ),73.12  ( OK ),75.67  ( OK ),0.00  ( OK ),75.15  ( OK ),100.00  ( OK ),57.00  ( OK ),1.00  ( OK ),1.00  ( OK ),9076.30  ( OK ),51.40  ( OK ),57.00  ( Overridden )
Mon  Jun 23 09:30:00  CDT,22.64  ( OK ),1.50  ( OK ),1.50  ( OK ),73.22  ( OK ),75.67  ( OK ),0.00  ( OK ),75.23  ( OK ),100.00  ( OK ),57.00  ( OK ),1.00  ( OK ),1.00  ( OK ),8769.48  ( OK ),50.94  ( OK ),57.00  ( Overridden )
Mon  Jun 23 09:45:00  CDT,22.19  ( OK ),1.51  ( OK ),1.50  ( OK ),73.23  ( OK ),75.67  ( OK ),0.00  ( OK ),75.28  ( OK ),0.00  ( OK ),56.99  ( OK ),1.00  ( OK ),1.00  ( OK ),8358.78  ( OK ),50.08  ( OK ),57.00  ( Overridden )
Mon  Jun 23 10:00:00  CDT,25.10  ( OK ),1.52  ( OK ),1.50  ( OK ),73.11  ( OK ),75.67  ( OK ),0.00  ( OK ),75.47  ( OK ),0.00  ( OK ),57.24  ( OK ),1.00  ( OK ),1.00  ( OK ),8244.26  ( OK ),49.20  ( OK ),57.00  ( Overridden )
Mon  Jun 23 10:15:00  CDT,29.69  ( OK ),1.50  ( OK ),1.50  ( OK ),73.17  ( OK ),75.67  ( OK ),0.00  ( OK ),75.60  ( OK ),0.00  ( OK ),57.38  ( OK ),1.00  ( OK ),1.00  ( OK ),8335.97  ( OK ),49.07  ( OK ),57.00  ( Overridden )
Mon  Jun 23 10:30:00  CDT,24.04  ( OK ),1.49  ( OK ),1.50  ( OK ),73.21  ( OK ),75.67  ( OK ),0.00  ( OK ),75.57  ( OK ),0.00  ( OK ),56.90  ( OK ),1.00  ( OK ),1.00  ( OK ),8233.78  ( OK ),48.84  ( OK ),57.00  ( Overridden )
Mon  Jun 23 10:45:00  CDT,24.38  ( OK ),1.50  ( OK ),1.50  ( OK ),73.32  ( OK ),75.67  ( OK ),0.00  ( OK ),75.58  ( OK ),0.00  ( Fault ),57.19  ( OK ),1.00  ( OK ),1.00  ( OK ),8368.09  ( OK ),48.96  ( OK ),57.00  ( Overridden )
Mon  Jun 23 11:00:00  CDT,28.68  ( OK ),1.50  ( OK ),1.50  ( OK ),73.44  ( OK ),75.67  ( OK ),0.00  ( OK ),75.62  ( OK ),0.00  ( OK ),57.37  ( OK ),1.00  ( OK ),1.00  ( OK ),8139.92  ( OK ),49.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 11:15:00  CDT,22.46  ( OK ),1.46  ( OK ),1.50  ( OK ),73.44  ( OK ),75.67  ( OK ),0.00  ( OK ),75.61  ( OK ),0.00  ( Fault ),55.98  ( OK ),1.00  ( OK ),1.00  ( OK ),8183.08  ( OK ),49.84  ( OK ),57.00  ( Overridden )
Mon  Jun 23 11:30:00  CDT,24.57  ( OK ),1.51  ( OK ),1.50  ( OK ),73.60  ( OK ),75.67  ( OK ),0.00  ( OK ),75.68  ( OK ),0.00  ( OK ),56.95  ( OK ),1.00  ( OK ),1.00  ( OK ),8103.64  ( OK ),49.00  ( OK ),57.00  ( Overridden )
Mon  Jun 23 11:45:00  CDT,24.51  ( OK ),1.48  ( OK ),1.50  ( OK ),73.75  ( OK ),75.67  ( OK ),0.00  ( OK ),75.71  ( OK ),0.00  ( OK ),56.92  ( OK ),1.00  ( OK ),1.00  ( OK ),8642.80  ( OK ),49.42  ( OK ),57.00  ( Overridden )
Mon  Jun 23 12:00:00  CDT,24.75  ( OK ),1.50  ( OK ),1.50  ( OK ),73.66  ( OK ),75.67  ( OK ),0.00  ( OK ),75.61  ( OK ),0.00  ( OK ),56.93  ( OK ),1.00  ( OK ),1.00  ( OK ),8240.16  ( OK ),49.16  ( OK ),57.00  ( Overridden )
Mon  Jun 23 12:15:00  CDT,24.18  ( OK ),1.50  ( OK ),1.50  ( OK ),73.75  ( OK ),75.67  ( OK ),0.00  ( OK ),75.70  ( OK ),0.00  ( OK ),56.92  ( OK ),1.00  ( OK ),1.00  ( OK ),8215.59  ( OK ),49.06  ( OK ),57.00  ( Overridden )
Mon  Jun 23 12:30:00  CDT,24.89  ( OK ),1.51  ( OK ),1.50  ( OK ),73.69  ( OK ),75.67  ( OK ),0.00  ( OK ),75.64  ( OK ),100.00  ( OK ),57.01  ( OK ),1.00  ( OK ),1.00  ( OK ),8157.29  ( OK ),49.02  ( OK ),57.00  ( Overridden )
Mon  Jun 23 12:45:00  CDT,24.78  ( OK ),1.50  ( OK ),1.50  ( OK ),73.71  ( OK ),75.67  ( OK ),0.00  ( OK ),75.58  ( OK ),100.00  ( OK ),56.92  ( OK ),1.00  ( OK ),1.00  ( OK ),8147.82  ( OK ),49.07  ( OK ),57.00  ( Overridden )
Mon  Jun 23 13:00:00  CDT,26.56  ( OK ),1.50  ( OK ),1.50  ( OK ),73.75  ( OK ),75.67  ( OK ),0.00  ( OK ),75.59  ( OK ),0.00  ( OK ),57.12  ( OK ),1.00  ( OK ),1.00  ( OK ),8508.57  ( OK ),49.14  ( OK ),57.00  ( Overridden )
Mon  Jun 23 13:15:00  CDT,25.11  ( OK ),1.45  ( OK ),1.50  ( OK ),73.65  ( OK ),75.67  ( Fault ),0.00  ( OK ),75.48  ( OK ),0.00  ( OK ),56.91  ( OK ),1.00  ( OK ),1.00  ( OK ),9500.05  ( OK ),50.23  ( OK ),57.00  ( Overridden )
Mon  Jun 23 13:30:00  CDT,25.68  ( OK ),1.48  ( OK ),1.50  ( OK ),73.69  ( OK ),75.67  ( OK ),0.00  ( OK ),75.43  ( OK ),0.00  ( OK ),56.98  ( OK ),1.00  ( OK ),1.00  ( OK ),9033.73  ( OK ),50.37  ( OK ),57.00  ( Overridden )
Mon  Jun 23 13:45:00  CDT,27.15  ( OK ),1.51  ( OK ),1.50  ( OK ),73.70  ( OK ),75.67  ( OK ),0.00  ( OK ),75.36  ( OK ),0.00  ( OK ),57.09  ( OK ),1.00  ( OK ),1.00  ( OK ),8927.99  ( OK ),50.27  ( OK ),57.00  ( Overridden )
