TT,Global_OAH-global-Percentage,Global_OAT-global-degree Fahrenheit,OAWB-global-degree Fahrenheit,
Mon  Apr 07 05:15:00  CST,83.51  ( OK ),39.80  ( OK ),37.80  ( OK ),
Mon  Apr 07 05:30:00  CST,83.60  ( OK ),39.79  ( OK ),37.76  ( OK ),
Mon  Apr 07 05:45:00  CST,83.68  ( OK ),39.90  ( OK ),37.90  ( OK ),
Mon  Apr 07 06:00:00  CST,83.18  ( OK ),40.20  ( OK ),38.12  ( OK ),
Mon  Apr 07 06:15:00  CST,82.04  ( OK ),40.60  ( OK ),38.31  ( OK ),
Mon  Apr 07 06:30:00  CST,81.78  ( OK ),40.98  ( OK ),38.67  ( OK ),
Mon  Apr 07 06:45:00  CST,81.70  ( OK ),41.41  ( OK ),39.10  ( OK ),
Mon  Apr 07 07:00:00  CST,81.11  ( OK ),41.92  ( OK ),39.50  ( OK ),
Mon  Apr 07 07:15:00  CST,81.25  ( OK ),42.51  ( OK ),40.09  ( OK ),
Mon  Apr 07 07:30:00  CST,80.13  ( OK ),43.13  ( OK ),40.50  ( OK ),
Mon  Apr 07 07:45:00  CST,80.23  ( OK ),43.48  ( OK ),40.80  ( OK ),
Mon  Apr 07 08:00:00  CST,79.87  ( OK ),44.33  ( OK ),41.60  ( OK ),
Mon  Apr 07 08:15:00  CST,78.61  ( OK ),45.07  ( OK ),42.10  ( OK ),
Mon  Apr 07 08:30:00  CST,75.91  ( OK ),45.93  ( OK ),42.50  ( OK ),
Mon  Apr 07 08:45:00  CST,74.51  ( OK ),46.98  ( OK ),43.26  ( OK ),
Mon  Apr 07 09:00:00  CST,72.11  ( OK ),49.12  ( OK ),44.89  ( OK ),
Mon  Apr 07 09:15:00  CST,66.80  ( OK ),51.30  ( OK ),46.00  ( OK ),
Mon  Apr 07 09:30:00  CST,61.70  ( OK ),52.85  ( OK ),46.43  ( OK ),
Mon  Apr 07 09:45:00  CST,62.78  ( OK ),53.57  ( OK ),47.28  ( OK ),
Mon  Apr 07 10:00:00  CST,60.26  ( OK ),53.53  ( OK ),46.80  ( OK ),
Mon  Apr 07 10:15:00  CST,57.24  ( OK ),53.69  ( OK ),46.37  ( OK ),
Mon  Apr 07 10:30:00  CST,55.61  ( OK ),54.33  ( OK ),46.59  ( OK ),
Mon  Apr 07 10:45:00  CST,54.32  ( OK ),55.20  ( OK ),47.11  ( OK ),
Mon  Apr 07 11:00:00  CST,55.35  ( OK ),55.28  ( OK ),47.38  ( OK ),
Mon  Apr 07 11:15:00  CST,53.22  ( OK ),55.69  ( OK ),47.30  ( OK ),
Mon  Apr 07 11:30:00  CST,53.22  ( OK ),55.45  ( OK ),47.10  ( OK ),
Mon  Apr 07 11:45:00  CST,54.33  ( OK ),55.25  ( OK ),47.16  ( OK ),
Mon  Apr 07 12:00:00  CST,56.03  ( OK ),55.35  ( OK ),47.58  ( OK ),
Mon  Apr 07 12:15:00  CST,54.10  ( OK ),55.17  ( OK ),47.04  ( OK ),
Mon  Apr 07 12:30:00  CST,53.52  ( OK ),55.54  ( OK ),47.24  ( OK ),
Mon  Apr 07 12:45:00  CST,53.32  ( OK ),55.97  ( OK ),47.56  ( OK ),
Mon  Apr 07 13:00:00  CST,52.19  ( OK ),56.20  ( OK ),47.50  ( OK ),
Mon  Apr 07 13:15:00  CST,51.61  ( OK ),56.73  ( OK ),47.90  ( OK ),
Mon  Apr 07 13:30:00  CST,52.11  ( OK ),57.15  ( OK ),48.30  ( OK ),
Mon  Apr 07 13:45:00  CST,53.14  ( OK ),57.32  ( OK ),48.70  ( OK ),
Mon  Apr 07 14:00:00  CST,52.11  ( OK ),57.27  ( OK ),48.40  ( OK ),
Mon  Apr 07 14:15:00  CST,51.61  ( OK ),56.61  ( OK ),47.80  ( OK ),
Mon  Apr 07 14:30:00  CST,52.73  ( OK ),56.08  ( OK ),47.51  ( OK ),
Mon  Apr 07 14:45:00  CST,51.81  ( OK ),55.85  ( OK ),47.20  ( OK ),
Mon  Apr 07 15:00:00  CST,52.42  ( OK ),55.43  ( OK ),46.94  ( OK ),
Mon  Apr 07 15:15:00  CST,53.94  ( OK ),55.22  ( OK ),47.10  ( OK ),
Mon  Apr 07 15:30:00  CST,52.14  ( OK ),55.11  ( OK ),46.62  ( OK ),
Mon  Apr 07 15:45:00  CST,54.72  ( OK ),54.75  ( OK ),46.80  ( OK ),
Mon  Apr 07 16:00:00  CST,54.61  ( OK ),54.42  ( OK ),46.50  ( OK ),
Mon  Apr 07 16:15:00  CST,53.84  ( OK ),53.92  ( OK ),45.95  ( OK ),
Mon  Apr 07 16:30:00  CST,54.47  ( OK ),53.87  ( OK ),46.00  ( OK ),
Mon  Apr 07 16:45:00  CST,56.41  ( OK ),53.57  ( OK ),46.11  ( OK ),
Mon  Apr 07 17:00:00  CST,55.15  ( OK ),53.30  ( OK ),45.70  ( OK ),
Mon  Apr 07 17:15:00  CST,56.25  ( OK ),53.00  ( OK ),45.60  ( OK ),
Mon  Apr 07 17:30:00  CST,56.05  ( OK ),52.65  ( OK ),45.29  ( OK ),
Mon  Apr 07 17:45:00  CST,56.36  ( OK ),52.45  ( OK ),45.16  ( OK ),
Mon  Apr 07 18:00:00  CST,54.85  ( OK ),52.36  ( OK ),44.80  ( OK ),
Mon  Apr 07 18:15:00  CST,57.67  ( OK ),51.97  ( OK ),44.98  ( OK ),
Mon  Apr 07 18:30:00  CST,58.07  ( OK ),51.50  ( OK ),44.68  ( OK ),
Mon  Apr 07 18:45:00  CST,56.96  ( OK ),51.14  ( OK ),44.13  ( OK ),
Mon  Apr 07 19:00:00  CST,56.86  ( OK ),50.86  ( OK ),43.89  ( OK ),
Mon  Apr 07 19:15:00  CST,56.26  ( OK ),50.47  ( OK ),43.42  ( OK ),
Mon  Apr 07 19:30:00  CST,55.75  ( OK ),50.26  ( OK ),43.19  ( OK ),
Mon  Apr 07 19:45:00  CST,54.85  ( OK ),50.12  ( OK ),42.90  ( OK ),
Mon  Apr 07 20:00:00  CST,55.35  ( OK ),50.11  ( OK ),43.00  ( OK ),
Mon  Apr 07 20:15:00  CST,54.23  ( OK ),49.91  ( OK ),42.60  ( OK ),
Mon  Apr 07 20:30:00  CST,53.94  ( OK ),49.97  ( OK ),42.60  ( OK ),
Mon  Apr 07 20:45:00  CST,53.69  ( OK ),49.92  ( OK ),42.50  ( OK ),
Mon  Apr 07 21:00:00  CST,57.26  ( OK ),49.73  ( OK ),43.00  ( OK ),
Mon  Apr 07 21:15:00  CST,60.28  ( OK ),49.46  ( OK ),43.24  ( OK ),
Mon  Apr 07 21:30:00  CST,61.08  ( OK ),49.36  ( OK ),43.30  ( OK ),
Mon  Apr 07 21:45:00  CST,60.78  ( OK ),49.32  ( OK ),43.20  ( OK ),
Mon  Apr 07 22:00:00  CST,61.38  ( OK ),49.25  ( OK ),43.24  ( OK ),
Mon  Apr 07 22:15:00  CST,62.89  ( OK ),49.06  ( OK ),43.30  ( OK ),
Mon  Apr 07 22:30:00  CST,63.09  ( OK ),49.00  ( OK ),43.30  ( OK ),
Mon  Apr 07 22:45:00  CST,61.98  ( OK ),48.89  ( OK ),43.00  ( OK ),
Mon  Apr 07 23:00:00  CST,64.70  ( OK ),48.64  ( OK ),43.25  ( OK ),
Mon  Apr 07 23:15:00  CST,65.20  ( OK ),48.42  ( OK ),43.13  ( OK ),
Mon  Apr 07 23:30:00  CST,65.50  ( OK ),48.07  ( OK ),42.86  ( OK ),
Mon  Apr 07 23:45:00  CST,63.59  ( OK ),48.12  ( OK ),42.60  ( OK ),
Tue  Apr 08 00:00:00  CST,64.30  ( OK ),48.05  ( OK ),42.69  ( OK ),
Tue  Apr 08 00:15:00  CST,64.90  ( OK ),47.91  ( OK ),42.63  ( OK ),
Tue  Apr 08 00:30:00  CST,65.60  ( OK ),47.68  ( OK ),42.50  ( OK ),
Tue  Apr 08 00:45:00  CST,66.11  ( OK ),47.45  ( OK ),42.40  ( OK ),
Tue  Apr 08 01:00:00  CST,66.00  ( OK ),47.44  ( OK ),42.40  ( OK ),
Tue  Apr 08 01:15:00  CST,66.98  ( OK ),47.44  ( OK ),42.50  ( OK ),
Tue  Apr 08 01:30:00  CST,66.10  ( OK ),47.62  ( OK ),42.59  ( OK ),
Tue  Apr 08 01:45:00  CST,65.90  ( OK ),47.78  ( OK ),42.67  ( OK ),
Tue  Apr 08 02:00:00  CST,71.62  ( OK ),48.03  ( OK ),43.80  ( OK ),
Tue  Apr 08 02:15:00  CST,78.23  ( OK ),48.12  ( OK ),44.90  ( OK ),
Tue  Apr 08 02:30:00  CST,81.55  ( OK ),48.00  ( OK ),45.30  ( OK ),
Tue  Apr 08 02:45:00  CST,83.35  ( OK ),48.09  ( OK ),45.60  ( OK ),
Tue  Apr 08 03:00:00  CST,86.07  ( OK ),48.13  ( OK ),46.10  ( OK ),
Tue  Apr 08 03:15:00  CST,88.32  ( OK ),48.01  ( OK ),46.30  ( OK ),
Tue  Apr 08 03:30:00  CST,89.03  ( OK ),47.83  ( OK ),46.25  ( OK ),
Tue  Apr 08 03:45:00  CST,90.05  ( OK ),47.68  ( OK ),46.20  ( OK ),
Tue  Apr 08 04:00:00  CST,90.06  ( OK ),47.62  ( OK ),46.20  ( OK ),
Tue  Apr 08 04:15:00  CST,90.05  ( OK ),47.50  ( OK ),46.10  ( OK ),
Tue  Apr 08 04:30:00  CST,90.07  ( OK ),47.42  ( OK ),46.00  ( OK ),
Tue  Apr 08 04:45:00  CST,90.10  ( OK ),47.43  ( OK ),46.00  ( OK ),
Tue  Apr 08 05:00:00  CST,90.08  ( OK ),47.31  ( OK ),45.90  ( OK ),
Tue  Apr 08 05:15:00  CST,90.10  ( OK ),47.24  ( OK ),45.80  ( OK ),
Tue  Apr 08 05:30:00  CST,90.04  ( OK ),47.08  ( OK ),45.62  ( OK ),
Tue  Apr 08 05:45:00  CST,90.02  ( OK ),47.01  ( OK ),45.60  ( OK ),
Tue  Apr 08 06:00:00  CST,90.02  ( OK ),46.85  ( OK ),45.40  ( OK ),
Tue  Apr 08 06:15:00  CST,90.02  ( OK ),47.07  ( OK ),45.61  ( OK ),
Tue  Apr 08 06:30:00  CST,90.02  ( OK ),47.26  ( OK ),45.80  ( OK ),
Tue  Apr 08 06:45:00  CST,90.02  ( OK ),47.48  ( OK ),46.00  ( OK ),
Tue  Apr 08 07:00:00  CST,90.02  ( OK ),47.65  ( OK ),46.20  ( OK ),
Tue  Apr 08 07:15:00  CST,90.02  ( OK ),47.91  ( OK ),46.50  ( OK ),
Tue  Apr 08 07:30:00  CST,89.77  ( OK ),48.42  ( OK ),46.91  ( OK ),
Tue  Apr 08 07:45:00  CST,88.85  ( OK ),48.92  ( OK ),47.30  ( OK ),
Tue  Apr 08 08:00:00  CST,87.33  ( OK ),49.13  ( OK ),47.24  ( OK ),
Tue  Apr 08 08:15:00  CST,86.71  ( OK ),,47.72  ( OK ),
Tue  Apr 08 08:30:00  CST,86.50  ( OK ),,,
Tue  Apr 08 08:45:00  CST,86.00  ( OK ),,,
Tue  Apr 08 09:00:00  CST,90.06  ( OK ),,,
Tue  Apr 08 09:15:00  CST,88.44  ( OK ),49.76  ( OK ),,
Tue  Apr 08 09:30:00  CDT,89.56  ( OK ),50.16  ( OK ),48.10  ( OK ),
Tue  Apr 08 09:45:00  CDT,90.08  ( OK ),50.26  ( OK ),48.10  ( OK ),
Tue  Apr 08 10:00:00  CDT,88.79  ( OK ),50.99  ( OK ),49.41  ( OK ),
Tue  Apr 08 10:15:00  CDT,90.08  ( OK ),51.80  ( OK ),50.10  ( OK ),
Tue  Apr 08 10:30:00  CDT,86.61  ( OK ),52.43  ( OK ),50.80  ( OK ),
Tue  Apr 08 10:45:00  CDT,87.33  ( OK ),52.56  ( OK ),51.00  ( OK ),
Tue  Apr 08 11:00:00  CDT,83.36  ( OK ),52.58  ( OK ),50.80  ( OK ),
Tue  Apr 08 11:15:00  CDT,76.45  ( OK ),52.73  ( OK ),51.16  ( OK ),
Tue  Apr 08 11:30:00  CDT,80.32  ( OK ),53.69  ( OK ),51.50  ( OK ),
Tue  Apr 08 11:45:00  CDT,78.16  ( OK ),54.82  ( OK ),52.80  ( OK ),
Tue  Apr 08 12:00:00  CDT,78.55  ( OK ),55.76  ( OK ),52.80  ( OK ),
Tue  Apr 08 12:15:00  CDT,65.60  ( OK ),55.98  ( OK ),51.90  ( OK ),
Tue  Apr 08 12:30:00  CDT,68.16  ( OK ),56.81  ( OK ),53.40  ( OK ),
Tue  Apr 08 12:45:00  CDT,66.35  ( OK ),57.05  ( OK ),53.20  ( OK ),
Tue  Apr 08 13:00:00  CDT,65.75  ( OK ),57.32  ( OK ),53.54  ( OK ),
Tue  Apr 08 13:15:00  CDT,62.41  ( OK ),57.67  ( OK ),51.20  ( OK ),
Tue  Apr 08 13:30:00  CDT,61.74  ( OK ),58.22  ( OK ),52.34  ( OK ),
Tue  Apr 08 13:45:00  CDT,59.45  ( OK ),57.82  ( OK ),51.70  ( OK ),
Tue  Apr 08 14:00:00  CDT,63.96  ( OK ),58.34  ( OK ),52.05  ( OK ),
Tue  Apr 08 14:15:00  CDT,63.55  ( OK ),58.72  ( OK ),51.70  ( OK ),
Tue  Apr 08 14:30:00  CDT,63.31  ( OK ),59.40  ( OK ),52.16  ( OK ),
Tue  Apr 08 14:45:00  CDT,64.56  ( OK ),60.41  ( OK ),52.60  ( OK ),
Tue  Apr 08 15:00:00  CDT,64.33  ( OK ),59.77  ( OK ),52.93  ( OK ),
Tue  Apr 08 15:15:00  CDT,63.76  ( OK ),59.12  ( OK ),52.30  ( OK ),
Tue  Apr 08 15:30:00  CDT,63.18  ( OK ),59.76  ( OK ),52.80  ( OK ),
Tue  Apr 08 15:45:00  CDT,56.62  ( OK ),59.44  ( OK ),52.80  ( OK ),
Tue  Apr 08 16:00:00  CDT,62.76  ( OK ),59.52  ( OK ),52.80  ( OK ),
Tue  Apr 08 16:15:00  CDT,64.58  ( OK ),59.93  ( OK ),53.08  ( OK ),
Tue  Apr 08 16:30:00  CDT,64.47  ( OK ),59.68  ( OK ),52.70  ( OK ),
Tue  Apr 08 16:45:00  CDT,65.67  ( OK ),59.43  ( OK ),51.21  ( OK ),
Tue  Apr 08 17:00:00  CDT,67.17  ( OK ),59.03  ( OK ),52.09  ( OK ),
Tue  Apr 08 17:15:00  CDT,66.97  ( OK ),58.80  ( OK ),52.20  ( OK ),
Tue  Apr 08 17:30:00  CDT,66.18  ( OK ),57.36  ( OK ),50.90  ( OK ),
Tue  Apr 08 17:45:00  CDT,62.97  ( OK ),55.62  ( OK ),49.60  ( OK ),
Tue  Apr 08 18:00:00  CDT,64.87  ( OK ),54.73  ( OK ),49.10  ( OK ),
Tue  Apr 08 18:15:00  CDT,68.39  ( OK ),55.25  ( OK ),49.50  ( OK ),
Tue  Apr 08 18:30:00  CDT,70.88  ( OK ),55.58  ( OK ),49.67  ( OK ),
Tue  Apr 08 18:45:00  CDT,73.00  ( OK ),57.69  ( OK ),50.90  ( OK ),
Tue  Apr 08 19:00:00  CDT,74.20  ( OK ),56.15  ( OK ),49.91  ( OK ),
Tue  Apr 08 19:15:00  CDT,77.58  ( OK ),54.06  ( OK ),48.70  ( OK ),
Tue  Apr 08 19:30:00  CDT,77.48  ( OK ),52.35  ( OK ),47.60  ( OK ),
Tue  Apr 08 19:45:00  CDT,77.29  ( OK ),51.18  ( OK ),46.89  ( OK ),
Tue  Apr 08 20:00:00  CDT,78.28  ( OK ),50.22  ( OK ),46.20  ( OK ),
Tue  Apr 08 20:15:00  CDT,79.18  ( OK ),49.13  ( OK ),45.73  ( OK ),
Tue  Apr 08 20:30:00  CDT,80.19  ( OK ),48.79  ( OK ),45.40  ( OK ),
Tue  Apr 08 20:45:00  CDT,81.26  ( OK ),48.42  ( OK ),45.03  ( OK ),
Tue  Apr 08 21:00:00  CDT,81.48  ( OK ),47.95  ( OK ),44.72  ( OK ),
Tue  Apr 08 21:15:00  CDT,81.15  ( OK ),47.52  ( OK ),44.50  ( OK ),
Tue  Apr 08 21:30:00  CDT,81.66  ( OK ),46.79  ( OK ),43.90  ( OK ),
Tue  Apr 08 21:45:00  CDT,82.13  ( OK ),46.38  ( OK ),43.70  ( OK ),
Tue  Apr 08 22:00:00  CDT,82.28  ( OK ),46.11  ( OK ),43.50  ( OK ),
Tue  Apr 08 22:15:00  CDT,82.73  ( OK ),45.78  ( OK ),43.10  ( OK ),
Tue  Apr 08 22:30:00  CDT,83.13  ( OK ),45.43  ( OK ),42.90  ( OK ),
Tue  Apr 08 22:45:00  CDT,83.47  ( OK ),45.16  ( OK ),42.70  ( OK ),
Tue  Apr 08 23:00:00  CDT,83.90  ( OK ),44.78  ( OK ),42.30  ( OK ),
Tue  Apr 08 23:15:00  CDT,83.19  ( OK ),44.06  ( OK ),41.70  ( OK ),
Tue  Apr 08 23:30:00  CDT,84.11  ( OK ),43.90  ( OK ),41.64  ( OK ),
Tue  Apr 08 23:45:00  CDT,84.33  ( OK ),43.58  ( OK ),41.34  ( OK ),
Wed  Apr 09 00:00:00  CDT,84.37  ( OK ),43.45  ( OK ),41.30  ( OK ),
Wed  Apr 09 00:15:00  CDT,84.28  ( OK ),43.09  ( OK ),40.84  ( OK ),
Wed  Apr 09 00:30:00  CDT,84.99  ( OK ),43.03  ( OK ),40.92  ( OK ),
Wed  Apr 09 00:45:00  CDT,84.99  ( OK ),43.14  ( OK ),41.08  ( OK ),
Wed  Apr 09 01:00:00  CDT,84.74  ( OK ),43.13  ( OK ),41.08  ( OK ),
Wed  Apr 09 01:15:00  CDT,84.87  ( OK ),42.70  ( OK ),40.60  ( OK ),
Wed  Apr 09 01:30:00  CDT,83.90  ( OK ),42.87  ( OK ),40.90  ( OK ),
Wed  Apr 09 01:45:00  CDT,83.91  ( OK ),43.12  ( OK ),41.14  ( OK ),
Wed  Apr 09 02:00:00  CDT,84.42  ( OK ),43.10  ( OK ),41.10  ( OK ),
Wed  Apr 09 02:15:00  CDT,84.22  ( OK ),42.82  ( OK ),40.83  ( OK ),
Wed  Apr 09 02:30:00  CDT,84.05  ( OK ),42.72  ( OK ),40.60  ( OK ),
Wed  Apr 09 02:45:00  CDT,83.53  ( OK ),42.20  ( OK ),40.10  ( OK ),
Wed  Apr 09 03:00:00  CDT,83.33  ( OK ),41.82  ( OK ),39.81  ( OK ),
Wed  Apr 09 03:15:00  CDT,83.67  ( OK ),41.57  ( OK ),39.53  ( OK ),
Wed  Apr 09 03:30:00  CDT,84.39  ( OK ),41.41  ( OK ),39.40  ( OK ),
Wed  Apr 09 03:45:00  CDT,84.38  ( OK ),41.36  ( OK ),39.26  ( OK ),
Wed  Apr 09 04:00:00  CDT,84.60  ( OK ),41.11  ( OK ),39.00  ( OK ),
Wed  Apr 09 04:15:00  CDT,84.95  ( OK ),40.89  ( OK ),38.80  ( OK ),
Wed  Apr 09 04:30:00  CDT,85.37  ( OK ),40.55  ( OK ),38.60  ( OK ),
Wed  Apr 09 04:45:00  CDT,85.73  ( OK ),39.97  ( OK ),38.02  ( OK ),
Wed  Apr 09 05:00:00  CDT,85.89  ( OK ),39.32  ( OK ),37.47  ( OK ),
Wed  Apr 09 05:15:00  CDT,86.18  ( OK ),38.98  ( OK ),37.15  ( OK ),
Wed  Apr 09 05:30:00  CDT,,38.67  ( OK ),36.90  ( OK ),
Wed  Apr 09 05:45:00  CDT,,38.41  ( OK ),36.71  ( OK ),
Wed  Apr 09 06:00:00  CDT,,38.25  ( OK ),36.60  ( OK ),
Wed  Apr 09 06:15:00  CDT,,38.05  ( OK ),36.40  ( OK ),
Wed  Apr 09 06:30:00  CDT,86.63  ( OK ),37.69  ( OK ),36.10  ( OK ),
Wed  Apr 09 06:45:00  CDT,86.85  ( OK ),37.77  ( OK ),36.20  ( OK ),
Wed  Apr 09 07:00:00  CDT,86.84  ( OK ),38.05  ( OK ),36.50  ( OK ),
Wed  Apr 09 07:15:00  CDT,86.69  ( OK ),38.36  ( OK ),36.80  ( OK ),
Wed  Apr 09 07:30:00  CDT,86.85  ( OK ),38.83  ( OK ),37.26  ( OK ),
Wed  Apr 09 07:45:00  CDT,86.90  ( OK ),39.79  ( OK ),38.18  ( OK ),
Wed  Apr 09 08:00:00  CDT,85.20  ( OK ),40.89  ( OK ),39.00  ( OK ),
Wed  Apr 09 08:15:00  CDT,84.02  ( OK ),41.84  ( OK ),39.80  ( OK ),
Wed  Apr 09 08:30:00  CDT,83.17  ( OK ),42.82  ( OK ),40.60  ( OK ),
Wed  Apr 09 08:45:00  CDT,81.80  ( OK ),43.77  ( OK ),41.30  ( OK ),
Wed  Apr 09 09:00:00  CDT,81.60  ( OK ),44.82  ( OK ),42.30  ( OK ),
Wed  Apr 09 09:15:00  CDT,80.73  ( OK ),46.02  ( OK ),43.30  ( OK ),
Wed  Apr 09 09:30:00  CDT,79.80  ( OK ),47.18  ( OK ),44.22  ( OK ),
Wed  Apr 09 09:45:00  CDT,79.11  ( OK ),48.12  ( OK ),45.02  ( OK ),
Wed  Apr 09 10:00:00  CDT,78.90  ( OK ),49.17  ( OK ),45.98  ( OK ),
Wed  Apr 09 10:15:00  CDT,77.17  ( OK ),50.13  ( OK ),46.60  ( OK ),
Wed  Apr 09 10:30:00  CDT,77.11  ( OK ),50.99  ( OK ),47.39  ( OK ),
Wed  Apr 09 10:45:00  CDT,73.80  ( OK ),51.73  ( OK ),47.51  ( OK ),
Wed  Apr 09 11:00:00  CDT,68.84  ( OK ),52.25  ( OK ),47.17  ( OK ),
Wed  Apr 09 11:15:00  CDT,62.05  ( OK ),52.93  ( OK ),46.60  ( OK ),
Wed  Apr 09 11:30:00  CDT,61.86  ( OK ),53.81  ( OK ),47.31  ( OK ),
Wed  Apr 09 11:45:00  CDT,61.16  ( OK ),53.82  ( OK ),47.20  ( OK ),
Wed  Apr 09 12:00:00  CDT,58.04  ( OK ),53.82  ( OK ),46.63  ( OK ),
Wed  Apr 09 12:15:00  CDT,54.62  ( OK ),54.21  ( OK ),46.34  ( OK ),
Wed  Apr 09 12:30:00  CDT,55.49  ( OK ),54.91  ( OK ),47.10  ( OK ),
Wed  Apr 09 12:45:00  CDT,55.69  ( OK ),55.04  ( OK ),47.22  ( OK ),
Wed  Apr 09 13:00:00  CDT,54.55  ( OK ),55.40  ( OK ),47.33  ( OK ),
Wed  Apr 09 13:15:00  CDT,55.93  ( OK ),55.64  ( OK ),47.80  ( OK ),
Wed  Apr 09 13:30:00  CDT,56.60  ( OK ),56.02  ( OK ),48.26  ( OK ),
Wed  Apr 09 13:45:00  CDT,56.01  ( OK ),56.38  ( OK ),48.40  ( OK ),
Wed  Apr 09 14:00:00  CDT,56.12  ( OK ),57.20  ( OK ),49.20  ( OK ),
Wed  Apr 09 14:15:00  CDT,52.50  ( OK ),57.64  ( OK ),48.80  ( OK ),
Wed  Apr 09 14:30:00  CDT,49.75  ( OK ),57.89  ( OK ),48.41  ( OK ),
Wed  Apr 09 14:45:00  CDT,49.86  ( OK ),58.21  ( OK ),48.74  ( OK ),
Wed  Apr 09 15:00:00  CDT,51.08  ( OK ),58.81  ( OK ),49.50  ( OK ),
Wed  Apr 09 15:15:00  CDT,51.19  ( OK ),59.25  ( OK ),49.89  ( OK ),
Wed  Apr 09 15:30:00  CDT,50.99  ( OK ),59.66  ( OK ),50.18  ( OK ),
Wed  Apr 09 15:45:00  CDT,48.37  ( OK ),59.72  ( OK ),49.65  ( OK ),
Wed  Apr 09 16:00:00  CDT,47.79  ( OK ),60.14  ( OK ),49.90  ( OK ),
Wed  Apr 09 16:15:00  CDT,48.57  ( OK ),60.61  ( OK ),50.43  ( OK ),
Wed  Apr 09 16:30:00  CDT,46.86  ( OK ),61.08  ( OK ),50.40  ( OK ),
Wed  Apr 09 16:45:00  CDT,44.94  ( OK ),61.37  ( OK ),50.20  ( OK ),
Wed  Apr 09 17:00:00  CDT,46.44  ( OK ),61.71  ( OK ),50.88  ( OK ),
Wed  Apr 09 17:15:00  CDT,45.43  ( OK ),61.65  ( OK ),50.60  ( OK ),
Wed  Apr 09 17:30:00  CDT,45.75  ( OK ),61.67  ( OK ),50.66  ( OK ),
Wed  Apr 09 17:45:00  CDT,45.83  ( OK ),61.60  ( OK ),50.63  ( OK ),
Wed  Apr 09 18:00:00  CDT,45.74  ( OK ),61.71  ( OK ),50.70  ( OK ),
Wed  Apr 09 18:15:00  CDT,43.31  ( OK ),63.81  ( OK ),51.80  ( OK ),
Wed  Apr 09 18:30:00  CDT,43.05  ( OK ),65.61  ( OK ),53.20  ( OK ),
Wed  Apr 09 18:45:00  CDT,43.01  ( OK ),65.00  ( OK ),52.70  ( OK ),
Wed  Apr 09 19:00:00  CDT,45.95  ( OK ),61.75  ( OK ),50.80  ( OK ),
Wed  Apr 09 19:15:00  CDT,47.86  ( OK ),59.65  ( OK ),49.50  ( OK ),
Wed  Apr 09 19:30:00  CDT,47.66  ( OK ),58.80  ( OK ),48.80  ( OK ),
Wed  Apr 09 19:45:00  CDT,48.97  ( OK ),58.36  ( OK ),48.69  ( OK ),
Wed  Apr 09 20:00:00  CDT,50.08  ( OK ),58.01  ( OK ),48.65  ( OK ),
Wed  Apr 09 20:15:00  CDT,50.82  ( OK ),57.88  ( OK ),48.64  ( OK ),
Wed  Apr 09 20:30:00  CDT,51.19  ( OK ),57.72  ( OK ),48.60  ( OK ),
Wed  Apr 09 20:45:00  CDT,51.10  ( OK ),57.50  ( OK ),48.40  ( OK ),
Wed  Apr 09 21:00:00  CDT,50.79  ( OK ),57.37  ( OK ),48.20  ( OK ),
Wed  Apr 09 21:15:00  CDT,51.81  ( OK ),56.92  ( OK ),48.10  ( OK ),
Wed  Apr 09 21:30:00  CDT,51.81  ( OK ),56.50  ( OK ),47.71  ( OK ),
Wed  Apr 09 21:45:00  CDT,53.04  ( OK ),56.01  ( OK ),47.57  ( OK ),
Wed  Apr 09 22:00:00  CDT,53.22  ( OK ),55.66  ( OK ),47.30  ( OK ),
Wed  Apr 09 22:15:00  CDT,53.52  ( OK ),55.61  ( OK ),47.30  ( OK ),
Wed  Apr 09 22:30:00  CDT,54.23  ( OK ),55.46  ( OK ),47.30  ( OK ),
Wed  Apr 09 22:45:00  CDT,54.02  ( OK ),55.30  ( OK ),47.17  ( OK ),
Wed  Apr 09 23:00:00  CDT,55.23  ( OK ),55.08  ( OK ),47.19  ( OK ),
Wed  Apr 09 23:15:00  CDT,56.35  ( OK ),54.90  ( OK ),47.27  ( OK ),
Wed  Apr 09 23:30:00  CDT,57.26  ( OK ),54.73  ( OK ),47.29  ( OK ),
Wed  Apr 09 23:45:00  CDT,57.86  ( OK ),54.53  ( OK ),47.20  ( OK ),
Thu  Apr 10 00:00:00  CDT,59.07  ( OK ),54.25  ( OK ),47.20  ( OK ),
Thu  Apr 10 00:15:00  CDT,59.77  ( OK ),54.13  ( OK ),47.20  ( OK ),
Thu  Apr 10 00:30:00  CDT,60.38  ( OK ),53.94  ( OK ),47.19  ( OK ),
Thu  Apr 10 00:45:00  CDT,61.38  ( OK ),53.65  ( OK ),47.10  ( OK ),
Thu  Apr 10 01:00:00  CDT,61.38  ( OK ),53.43  ( OK ),46.90  ( OK ),
Thu  Apr 10 01:15:00  CDT,61.88  ( OK ),53.20  ( OK ),46.77  ( OK ),
Thu  Apr 10 01:30:00  CDT,62.19  ( OK ),53.11  ( OK ),46.80  ( OK ),
Thu  Apr 10 01:45:00  CDT,62.39  ( OK ),53.04  ( OK ),46.72  ( OK ),
Thu  Apr 10 02:00:00  CDT,62.99  ( OK ),52.74  ( OK ),46.60  ( OK ),
Thu  Apr 10 02:15:00  CDT,63.69  ( OK ),52.40  ( OK ),46.40  ( OK ),
